payment_id,amount,retry_count,successful_payments,failed_payments,lifetime_value,subscription_active,previous_failures,failure_reason,recovered
pay_test_915,79194,5,9,10,117380,0,4,network_error,0
pay_test_916,56593,1,2,7,179030,1,1,insufficient_funds,0
pay_test_917,88592,0,12,7,138012,0,0,card_declined,0
pay_test_918,53010,5,18,1,195361,0,0,expired_card,0
pay_test_919,44885,1,19,6,33181,0,3,network_error,0
pay_test_920,94019,4,18,4,199260,1,2,network_error,1
pay_test_921,53511,3,16,4,39633,1,0,insufficient_funds,1
pay_test_922,64638,3,7,10,36286,0,0,insufficient_funds,0
pay_test_923,65791,5,0,2,101304,1,1,expired_card,0
pay_test_924,82188,0,2,10,198029,1,3,card_declined,0
pay_test_925,87281,3,15,8,69593,1,4,bank_error,0
pay_test_926,4641,3,3,6,118995,1,3,network_error,1
pay_test_927,5216,0,5,8,173860,1,5,card_declined,0
pay_test_928,56950,1,9,6,128783,0,4,network_error,0
pay_test_929,90333,4,18,7,125757,0,4,insufficient_funds,0
pay_test_930,35023,3,18,6,162727,1,2,expired_card,1
pay_test_931,4189,4,1,2,97052,1,5,bank_error,0
pay_test_932,82440,2,12,1,113236,1,2,network_error,1
pay_test_933,7898,5,7,3,62504,1,4,insufficient_funds,0
pay_test_934,40465,0,10,2,6167,1,0,network_error,1
pay_test_935,74955,4,13,4,6348,1,4,insufficient_funds,0
pay_test_936,50010,4,12,5,151087,0,3,insufficient_funds,0
pay_test_937,44535,3,16,10,90008,0,4,expired_card,0
pay_test_938,57646,1,15,10,20744,0,2,expired_card,0
pay_test_939,39470,4,12,3,164727,0,5,bank_error,0
pay_test_940,78076,2,8,1,149485,1,3,card_declined,1
pay_test_941,10548,5,9,8,79619,1,5,bank_error,0
pay_test_942,26724,3,12,4,164830,1,5,bank_error,0
pay_test_943,2938,5,16,2,152216,1,1,network_error,1
pay_test_944,84114,4,19,6,149404,0,4,card_declined,0
pay_test_945,61119,1,7,2,196673,1,3,network_error,1
pay_test_946,8944,5,6,6,70975,1,5,card_declined,0
pay_test_947,90527,4,7,6,63516,0,1,card_declined,0
pay_test_948,32689,2,14,7,147754,1,3,insufficient_funds,1
pay_test_949,21387,2,4,0,68737,1,5,bank_error,1
pay_test_950,84948,0,15,0,15503,0,2,bank_error,1
pay_test_951,8833,3,11,10,173341,0,3,card_declined,0
pay_test_952,15171,4,16,1,137828,1,3,insufficient_funds,1
pay_test_953,79119,0,10,5,154177,1,5,card_declined,1
pay_test_954,29074,1,3,2,57127,1,3,network_error,1
pay_test_955,77764,0,15,8,99226,0,2,bank_error,0
pay_test_956,62740,5,7,4,38987,1,3,expired_card,0
pay_test_957,3262,5,19,0,194842,0,5,card_declined,0
pay_test_958,72947,3,9,10,184662,1,5,insufficient_funds,1
pay_test_959,31483,3,12,0,104016,1,2,insufficient_funds,1
pay_test_960,39483,1,5,7,166505,1,5,network_error,0
pay_test_961,36418,0,15,7,194184,1,2,network_error,1
pay_test_962,21516,5,8,8,18397,1,3,bank_error,0
pay_test_963,97203,2,14,0,14657,0,5,network_error,1
pay_test_964,18337,0,12,3,165704,1,2,bank_error,1
pay_test_965,15026,1,7,8,188056,0,4,network_error,0
pay_test_966,59677,3,4,4,46476,1,2,card_declined,0
pay_test_967,54828,2,5,6,99912,0,0,insufficient_funds,1
pay_test_968,85317,4,20,3,24324,1,1,expired_card,0
pay_test_969,7025,3,19,6,158389,1,1,insufficient_funds,1
pay_test_970,22798,4,3,0,189372,1,3,network_error,0
pay_test_971,29923,5,6,3,70783,1,5,network_error,0
pay_test_972,17565,3,6,9,57509,1,5,card_declined,0
pay_test_973,24141,3,4,0,77072,1,1,bank_error,1
pay_test_974,33047,2,18,10,170668,1,0,insufficient_funds,1
pay_test_975,17959,2,12,10,56631,1,5,network_error,1
pay_test_976,34084,0,3,8,16401,0,2,card_declined,0
pay_test_977,46939,4,19,0,2405,1,4,bank_error,0
pay_test_978,40150,3,11,2,147685,0,4,card_declined,0
pay_test_979,22764,4,15,5,123705,0,0,expired_card,0
pay_test_980,57244,1,8,1,83121,0,1,network_error,1
pay_test_981,98518,2,13,4,70000,1,4,expired_card,0
pay_test_982,22124,2,15,2,146666,1,0,card_declined,1
pay_test_983,7652,1,5,0,124272,1,1,network_error,1
pay_test_984,15707,3,1,7,94459,1,3,network_error,0
pay_test_985,94840,1,3,5,25530,0,2,card_declined,0
pay_test_986,98795,4,8,9,174837,0,4,insufficient_funds,0
pay_test_987,75314,1,13,1,65528,1,5,insufficient_funds,1
pay_test_988,3902,2,3,6,98926,0,2,card_declined,0
pay_test_989,11125,3,15,7,165719,1,4,insufficient_funds,0
pay_test_990,6247,5,19,7,86174,0,1,insufficient_funds,0
pay_test_991,37587,2,1,1,144433,1,0,network_error,1
pay_test_992,23832,1,12,1,6377,0,1,network_error,1
pay_test_993,37847,5,20,2,32615,1,3,network_error,1
pay_test_994,90279,4,4,5,175462,0,2,bank_error,0
pay_test_995,64675,3,12,7,71380,1,0,network_error,1
pay_test_996,80960,1,13,10,112677,0,0,bank_error,0
pay_test_997,61255,5,7,10,180892,0,3,bank_error,0
pay_test_998,85333,4,2,4,123740,1,0,network_error,0
pay_test_999,19978,1,9,3,138125,1,2,bank_error,1
pay_test_1000,72719,0,1,8,29215,1,3,insufficient_funds,0
pay_test_approval,4999,3,5,5,12000,1,3,card_declined,0
